Question,qtype
"I have cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum, what is the name of this disease?",symptoms
"I feel cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum, what disease is this?",symptoms
"Experiencing cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum, what might this indicate?",symptoms
"With symptoms like cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum, what could be the illness?",symptoms
"What disease causes cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum?",symptoms
"Which condition includes cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum as symptoms?",symptoms
"I suffer from cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum, what could be wrong?",symptoms
"Having cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum, could you tell me the disease?",symptoms
"If I'm experiencing cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum, what is the diagnosis?",symptoms
"My symptoms are cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum, what disease do I have?",symptoms
"What illness matches these symptoms: cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum?",symptoms
"Could cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum be signs of a specific disease?",symptoms
"What might be the condition if I have cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum?",symptoms
"Please identify the disease with these symptoms: cough, stiff_neck, sunken_eyes, phlegm, weakness_in_limbs, yellowing_of_eyes, mucoid_sputum",symptoms
"I have irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples, what is the name of this disease?",symptoms
"I feel irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples, what disease is this?",symptoms
"Experiencing irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples, what might this indicate?",symptoms
"With symptoms like irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples, what could be the illness?",symptoms
"What disease causes irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples?",symptoms
"Which condition includes irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples as symptoms?",symptoms
"I suffer from irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples, what could be wrong?",symptoms
"Having irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples, could you tell me the disease?",symptoms
"If I'm experiencing irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples, what is the diagnosis?",symptoms
"My symptoms are irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples, what disease do I have?",symptoms
"What illness matches these symptoms: irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples?",symptoms
"Could irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples be signs of a specific disease?",symptoms
"What might be the condition if I have irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples?",symptoms
"Please identify the disease with these symptoms: irregular_sugar_level, painful_walking, nodal_skin_eruptions, throat_irritation, loss_of_appetite, toxic_look_(typhos), fatigue, weakness_of_one_body_side, neck_pain, stiff_neck, family_history, congestion, pus_filled_pimples",symptoms
"I have sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking, what is the name of this disease?",symptoms
"I feel sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking, what disease is this?",symptoms
"Experiencing sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking, what might this indicate?",symptoms
"With symptoms like sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking, what could be the illness?",symptoms
"What disease causes sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking?",symptoms
"Which condition includes sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking as symptoms?",symptoms
"I suffer from sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking, what could be wrong?",symptoms
"Having sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking, could you tell me the disease?",symptoms
"If I'm experiencing sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking, what is the diagnosis?",symptoms
"My symptoms are sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking, what disease do I have?",symptoms
"What illness matches these symptoms: sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking?",symptoms
"Could sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking be signs of a specific disease?",symptoms
"What might be the condition if I have sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking?",symptoms
"Please identify the disease with these symptoms: sinus_pressure, weight_gain, cough, pus_filled_pimples, dark_urine, silver_like_dusting, watering_from_eyes, painful_walking",symptoms
"I have extra_marital_contacts, increased_appetite, red_sore_around_nose, what is the name of this disease?",symptoms
"I feel extra_marital_contacts, increased_appetite, red_sore_around_nose, what disease is this?",symptoms
"Experiencing extra_marital_contacts, increased_appetite, red_sore_around_nose, what might this indicate?",symptoms
"With symptoms like extra_marital_contacts, increased_appetite, red_sore_around_nose, what could be the illness?",symptoms
"What disease causes extra_marital_contacts, increased_appetite, red_sore_around_nose?",symptoms
"Which condition includes extra_marital_contacts, increased_appetite, red_sore_around_nose as symptoms?",symptoms
"I suffer from extra_marital_contacts, increased_appetite, red_sore_around_nose, what could be wrong?",symptoms
"Having extra_marital_contacts, increased_appetite, red_sore_around_nose, could you tell me the disease?",symptoms
"If I'm experiencing extra_marital_contacts, increased_appetite, red_sore_around_nose, what is the diagnosis?",symptoms
"My symptoms are extra_marital_contacts, increased_appetite, red_sore_around_nose, what disease do I have?",symptoms
"What illness matches these symptoms: extra_marital_contacts, increased_appetite, red_sore_around_nose?",symptoms
"Could extra_marital_contacts, increased_appetite, red_sore_around_nose be signs of a specific disease?",symptoms
"What might be the condition if I have extra_marital_contacts, increased_appetite, red_sore_around_nose?",symptoms
"Please identify the disease with these symptoms: extra_marital_contacts, increased_appetite, red_sore_around_nose",symptoms
"I have red_sore_around_nose, what is the name of this disease?",symptoms
"I feel red_sore_around_nose, what disease is this?",symptoms
"Experiencing red_sore_around_nose, what might this indicate?",symptoms
"With symptoms like red_sore_around_nose, what could be the illness?",symptoms
What disease causes red_sore_around_nose?,symptoms
Which condition includes red_sore_around_nose as symptoms?,symptoms
"I suffer from red_sore_around_nose, what could be wrong?",symptoms
"Having red_sore_around_nose, could you tell me the disease?",symptoms
"If I'm experiencing red_sore_around_nose, what is the diagnosis?",symptoms
"My symptoms are red_sore_around_nose, what disease do I have?",symptoms
What illness matches these symptoms: red_sore_around_nose?,symptoms
Could red_sore_around_nose be signs of a specific disease?,symptoms
What might be the condition if I have red_sore_around_nose?,symptoms
Please identify the disease with these symptoms: red_sore_around_nose,symptoms
"I have receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration, what is the name of this disease?",symptoms
"I feel receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration, what disease is this?",symptoms
"Experiencing receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration, what might this indicate?",symptoms
"With symptoms like receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration, what could be the illness?",symptoms
"What disease causes receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration?",symptoms
"Which condition includes receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration as symptoms?",symptoms
"I suffer from receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration, what could be wrong?",symptoms
"Having receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration, could you tell me the disease?",symptoms
"If I'm experiencing receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration, what is the diagnosis?",symptoms
"My symptoms are receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration, what disease do I have?",symptoms
"What illness matches these symptoms: receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration?",symptoms
"Could receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration be signs of a specific disease?",symptoms
"What might be the condition if I have receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration?",symptoms
"Please identify the disease with these symptoms: receiving_unsterile_injections, loss_of_balance, chest_pain, yellow_crust_ooze, skin_rash, stomach_pain, sunken_eyes, swollen_blood_vessels, red_spots_over_body, unsteadiness, lack_of_concentration",symptoms
"I have coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes, what is the name of this disease?",symptoms
"I feel coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes, what disease is this?",symptoms
"Experiencing coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes, what might this indicate?",symptoms
"With symptoms like coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes, what could be the illness?",symptoms
"What disease causes coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes?",symptoms
"Which condition includes coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes as symptoms?",symptoms
"I suffer from coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes, what could be wrong?",symptoms
"Having coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes, could you tell me the disease?",symptoms
"If I'm experiencing coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes, what is the diagnosis?",symptoms
"My symptoms are coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes, what disease do I have?",symptoms
"What illness matches these symptoms: coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes?",symptoms
"Could coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes be signs of a specific disease?",symptoms
"What might be the condition if I have coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes?",symptoms
"Please identify the disease with these symptoms: coma, bruising, ulcers_on_tongue, irritability, swelled_lymph_nodes",symptoms
"I have palpitations, sinus_pressure, hip_joint_pain, what is the name of this disease?",symptoms
"I feel palpitations, sinus_pressure, hip_joint_pain, what disease is this?",symptoms
"Experiencing palpitations, sinus_pressure, hip_joint_pain, what might this indicate?",symptoms
"With symptoms like palpitations, sinus_pressure, hip_joint_pain, what could be the illness?",symptoms
"What disease causes palpitations, sinus_pressure, hip_joint_pain?",symptoms
"Which condition includes palpitations, sinus_pressure, hip_joint_pain as symptoms?",symptoms
"I suffer from palpitations, sinus_pressure, hip_joint_pain, what could be wrong?",symptoms
"Having palpitations, sinus_pressure, hip_joint_pain, could you tell me the disease?",symptoms
"If I'm experiencing palpitations, sinus_pressure, hip_joint_pain, what is the diagnosis?",symptoms
"My symptoms are palpitations, sinus_pressure, hip_joint_pain, what disease do I have?",symptoms
"What illness matches these symptoms: palpitations, sinus_pressure, hip_joint_pain?",symptoms
"Could palpitations, sinus_pressure, hip_joint_pain be signs of a specific disease?",symptoms
"What might be the condition if I have palpitations, sinus_pressure, hip_joint_pain?",symptoms
"Please identify the disease with these symptoms: palpitations, sinus_pressure, hip_joint_pain",symptoms
"I have sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss, what is the name of this disease?",symptoms
"I feel sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss, what disease is this?",symptoms
"Experiencing sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss, what might this indicate?",symptoms
"With symptoms like sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss, what could be the illness?",symptoms
"What disease causes sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss?",symptoms
"Which condition includes sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss as symptoms?",symptoms
"I suffer from sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss, what could be wrong?",symptoms
"Having sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss, could you tell me the disease?",symptoms
"If I'm experiencing sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss, what is the diagnosis?",symptoms
"My symptoms are sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss, what disease do I have?",symptoms
"What illness matches these symptoms: sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss?",symptoms
"Could sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss be signs of a specific disease?",symptoms
"What might be the condition if I have sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss?",symptoms
"Please identify the disease with these symptoms: sinus_pressure, continuous_sneezing, lethargy, obesity, blister, palpitations, weight_loss",symptoms
"I have anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation, what is the name of this disease?",symptoms
"I feel anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation, what disease is this?",symptoms
"Experiencing anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation, what might this indicate?",symptoms
"With symptoms like anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation, what could be the illness?",symptoms
"What disease causes anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation?",symptoms
"Which condition includes anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation as symptoms?",symptoms
"I suffer from anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation, what could be wrong?",symptoms
"Having anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation, could you tell me the disease?",symptoms
"If I'm experiencing anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation, what is the diagnosis?",symptoms
"My symptoms are anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation, what disease do I have?",symptoms
"What illness matches these symptoms: anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation?",symptoms
"Could anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation be signs of a specific disease?",symptoms
"What might be the condition if I have anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation?",symptoms
"Please identify the disease with these symptoms: anxiety, fluid_overload, dehydration, neck_pain, malaise, abnormal_menstruation, bloody_stool, yellow_urine, visual_disturbances, continuous_sneezing, ulcers_on_tongue, muscle_pain, acidity, swelling_joints, throat_irritation",symptoms
"I have stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body, what is the name of this disease?",symptoms
"I feel stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body, what disease is this?",symptoms
"Experiencing stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body, what might this indicate?",symptoms
"With symptoms like stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body, what could be the illness?",symptoms
"What disease causes stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body?",symptoms
"Which condition includes stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body as symptoms?",symptoms
"I suffer from stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body, what could be wrong?",symptoms
"Having stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body, could you tell me the disease?",symptoms
"If I'm experiencing stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body, what is the diagnosis?",symptoms
"My symptoms are stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body, what disease do I have?",symptoms
"What illness matches these symptoms: stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body?",symptoms
"Could stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body be signs of a specific disease?",symptoms
"What might be the condition if I have stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body?",symptoms
"Please identify the disease with these symptoms: stomach_pain, altered_sensorium, loss_of_smell, stiff_neck, anxiety, blurred_and_distorted_vision, pus_filled_pimples, red_spots_over_body",symptoms
"I have restlessness, fatigue, red_spots_over_body, what is the name of this disease?",symptoms
"I feel restlessness, fatigue, red_spots_over_body, what disease is this?",symptoms
"Experiencing restlessness, fatigue, red_spots_over_body, what might this indicate?",symptoms
"With symptoms like restlessness, fatigue, red_spots_over_body, what could be the illness?",symptoms
"What disease causes restlessness, fatigue, red_spots_over_body?",symptoms
"Which condition includes restlessness, fatigue, red_spots_over_body as symptoms?",symptoms
"I suffer from restlessness, fatigue, red_spots_over_body, what could be wrong?",symptoms
"Having restlessness, fatigue, red_spots_over_body, could you tell me the disease?",symptoms
"If I'm experiencing restlessness, fatigue, red_spots_over_body, what is the diagnosis?",symptoms
"My symptoms are restlessness, fatigue, red_spots_over_body, what disease do I have?",symptoms
"What illness matches these symptoms: restlessness, fatigue, red_spots_over_body?",symptoms
"Could restlessness, fatigue, red_spots_over_body be signs of a specific disease?",symptoms
"What might be the condition if I have restlessness, fatigue, red_spots_over_body?",symptoms
"Please identify the disease with these symptoms: restlessness, fatigue, red_spots_over_body",symptoms
"I have weakness_in_limbs, acidity, lack_of_concentration, breathlessness, ulcers_on_tongue, small_dents_in_nails, what is the name of this disease?",symptoms
"I feel weakness_in_limbs, acidity, lack_of_concentration, breathlessness, ulcers_on_tongue, small_dents_in_nails, what disease is this?",symptoms
"Experiencing weakness_in_limbs, acidity, lack_of_concentration, breathlessness, ulcers_on_tongue, small_dents_in_nails, what might this indicate?",symptoms
"With symptoms like weakness_in_limbs, acidity, lack_of_concentration, breathlessness, ulcers_on_tongue, small_dents_in_nails, what could be the illness?",symptoms
"What disease causes weakness_in_limbs, acidity, lack_of_concentration, breathlessness, ulcers_on_tongue, small_dents_in_nails?",symptoms
"Which condition includes weakness_in_limbs, acidity, lack_of_concentration, breathlessness, ulcers_on_tongue, small_dents_in_nails as symptoms?",symptoms
